UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO
ASSISTÊNCIA À SAÚDE.

Processo nº: 01.164939.15.49
Processo nº 01.152.981.03.74
(Inexigibilidade de Licitação /Chamamento Público 001/2004)

O MUNICÍPIO DE BELO HORIZONTE, através da SECRETARIA MUNICIPAL DE SAÚDE, ÓRGÃO
GESTOR DO SISTEMA ÚNICO DE SAÚDEISUS-BH, inscrita no CNPJ sob o nº 18.715.383.0001-40, situada na Av.
Afonso Pena, nº 2.336 — Bairro Funcionários, BH/MG neste ato representada por seu Secretário Municipal de Saúde,
JACKSON MACHADO PINTO, brasileiro, portador da carteira do Conselho Regional de Medicina n.º 011.174 — CRM-
MG, e inscrito no CPF sob n.º 175.498.336-72, doravante denominada simplesmente CONTRATANTE e o INSTITUTO
DAS PEQUENAS MISSIONÁRIAS DE MARIA IMACULADA, inscrita no CNPJ sob o nº 60.194.990/008-44, CNES nº
2.200.422 com sede na cidade de Belo Horizonte, à Av. Raja Gabaglia nº 1002 - Bairro Gutierrez, BH/MG, neste ato
representada pela IRMÃ FABIANA APARECIDA CÂNDIDO, brasileira, portadora da Carteira de Identidade sob o nº
32.688.023-9, expedida pela SSP/MG, e CPF sob o nº 263.844.588-61 e por seu Diretor Administrativo Sr. MARCOS
JOSE DE VETE DE LIMA, carteira de identidade nº MG208.424, expedida pela SSP/MG conferindo-lhe poderes para
gerir e administrar a instituição em tela doravante denominado CONTRATADO, tendo em vista o que dispõe a
Constituição Federal, em especial os seus artigos 196 a 200, a Lei Orgânica do Municipio as Leis 8.080/90 e 8.142/90,
as normas gerais da Lei 8.666/93 de Licitações e Contratos Administrativos e respectivas as alterações, Lei nº 12.101/PR,
de 27/11/2009 (CEBAS), Decreto nº 7.082 de 27/01/2010 (REHUF), Decreto nº 7.508 de 28/06/2011, Decreto nº 7.646
de 21/12/2011, Decreto Municipal nº 15.185 de 04/04/2013, Portaria nº 072/2019 SMSA/SUS-BH de 03/09/2001, Portaria
nº 1.097/GM/MS de 22/05/2006, Portaria nº 204/GM/MS de 29/01/2007, Portarias GM/MS nº 2848, de 06/11/07, Portaria
nº 1.559/GM/MS de 01/08/2008, Portaria nº 4.279/GM/MS de 30/12/2010, Portaria nº 1.459/GM/MS de 24/06/2011,
Portaria nº 1.600/GM/MS de 07/07/201, Portaria nº 1.970/GM de 16/08/2011 (CEBAS), Portaria nº 3.088/GM/MS de
23/12/2011, Portaria 963/GM/MS de 27/05/2013 (SAD), Portaria nº 3.390/GM/MS de 30/12/2013, Portaria nº
3.410/GM/MS de 30/12/2013, Portaria nº 483/GM/MS de 01/04/2014, RDC nº 63/ANVISA de 25/11/2011 e considerando
as disposições que se encontram estabelecidas no Plano Operativo e as demais disposições legais e regulamentares
aplicáveis à espécie, resolvem celebrar o presente TERMO ADITIVO AO CONTRATO, mediante as seguintes cláusulas
e condições:

CLÁUSULA PRIMEIRA — DA ALTERAÇÃO

- Em decorrência do auxílio financeiro emergencial por meio da Lei nº 13.995/2020 que dispõe
sobre a prestação de auxílio financeiro pela União às santas casas e hospitais filantrópicos, sem fins lucrativos, que
participam de forma complementar do Sistema Único de Saúde (SUS), no exercício de 2020, com o objetivo de
permitir-lhes atuar de forma coordenada no combate à Pandemia da Convid-19 e estabelece a transferência de
recursos financeiros do Bloco de Custeio das Ações e Serviços Públicos de Saúde — Grupo de Atenção de Média
e Alta Complexidade Ambulatorial e Hospitalar (MAC) do FNS/MS ao FMS/SUS-BH, em 02 (duas) parcelas, definido
pelo Ministério da Saúde sob o critério de rateio pelo Ministério da Saúde aos Estados, DF e Municipios para o
controle de forma controlada do avanço da PANDEMIA COVID-19,

Parágrafo Primeiro: O rateio do repasse desta 1º parcela, estabelecida na Portaria 1.393
GM/MS de 21.05.2020, no montante de R$ 322.318,25 (trezentos e vinte e dois mil, trezentos e dezoito reais
e vinte e cinco centavos) ao CONTRATADO, encontra-se baseado no quantitativo de leitos SUS cadastrados
no Cadastro Nacional de Saúde até 12/05/2020 constantes nos Planos de Contingências dos Estados, Distrito
Federal e das santas casas e dos hospitais filantrópicos sem fins lucrativos situados neste Municipio que possuem
presídios, atribuindo proporcionalmente à quantidade de leito do estabelecimento o valor da parcela.

Parágrafo Segundo: Este recurso financeiro temporário, desta 1º parcela, não integra em
nenhuma hipótese, o teto da remuneração da prestação de serviços contratualidades.

CLÁUSULA SEGUNDA - DO REPASSE DE REFORÇO EMERGENCIAL

O CONTRATADO deverá aplicar, obrigatoriamente, na aquisição de medicamentos,

suprimentos, insumos e produtos hospitalares para atendimentos à população, na aquisição de equipamentos e na
realização de pequenas reformas e adaptações fisicas para o aumento da oferta de leitos de terapia intensiva, bem

Página 1 de 2 0 o
y

 

 
   

SEGUNDO TERMO ADITIVO AO CONTRATO QUE ENTRE SI CELEBRAM O
MUNICÍPIO DE BELO HORIZONTE, ATRAVÉS DA SECRETARIA MUNICIPAL DE
SAÚDE E O INSTITUTO DAS PEQUENAS MISSIONÁRIAS DE MARIA
IMACULADA/HOSPITAL MADRE TERESA, VISANDO A EXECUÇÃO DE SERVIÇOS
DE ASSISTÊNCIA À SAÚDE.

Processo nº: 01.164939.15.49
Processo nº 01.152.981.03.74
(Inexigibilidade de Licitação /Chamamento Público 001/2004)

como no respaldo ao aumento de gastos que as entidades terão como a definição de protocolos assistenciais
especificos para enfrentar a Pandemia da Convid-19 e, ainda a contratação dos profissionais de saúde
necessários para atender à demanda adicional.

Parágrafo Único: O CONTRATADO deverá prestar contas da aplicação dos recursos ao
Fundo Municipal de Saúde/SUS-BH e disponibilizar em sitio oficial específico da rede mundial de computadores
(internet) com ampla transparência, observados os dispostos na Lei nº13.995 de 2020, no at. 4º da Lei 13.979 de
20220 e neste Termo.

CLÁUSULA TERCEIRA - DA PRESTAÇÃO DE CONTAS DO CONTRATANTE

A prestação de contas ocorrerá nos termos da clausula décima primeira do CONTRATO
original e por meio do Relatório Anual de Gestão (RAG).

CLÁUSULA QUARTA — DA DOTAÇÃO ORÇAMENTÁRIA

Os recursos orçamentários necessários ao cumprimento das despesas previstas neste termo
ficam vinculados à transferência de recursos do Ministério da Saúde advindos da Portaria MS/GM nº 1.393 de
21.05.2020 para as entidades hospitalares nessas especificadas, correndo à conta de dotação orçamentária
consignada no Fundo Municipal de Saúde nº 2302 3401 10 302 203 2894 0013 339039 61 03 50 - Prestação de
serviços médico-hospitalares ambulatoriais.

CLÁUSULA QUINTA — DA RATIFICAÇÃO

Ficam ratificadas as demais Cláusulas do CONTRATO original, que não colidirem com este
TERMO.

E, por estarem justas e de pleno acordo com as cláusulas e condições ora fixadas, firmam o
presente instrumento em 03 (três) vias de igual teor e forma, E os devidos efeitos legais, tudo na presença das
testemunhas infra-assinadas.

Jackson Michádo É Pinto «
Secretário Municipal de Saúde e Gestor do

Esc Amora be Comu
Irmã Fabiana Aparecida Cândido
Instituto Das Pequenas Missionárias De Maria ImaculadaiHospjfaTMadire Jeresa

DURE

Belo Horizonte, a. de maio de 2020.

 

US-BH/FMS

 

 

 

Marcos José de Vete de Lima
Diretor Administrativo do Instituto das Pequenas Missionárias de Maria Imaculada/Hospital Madre Teresa

 

 

 

 

 

 

Página 2 de 2
   

TERCEIRO TERMO ADITIVO AO CONTRATO QUE ENTRE SI
CELEBRAM O MUNICÍPIO DE BELO HORIZONTE, ATRAVÉS DA
SECRETARIA MUNICIPAL DE SAÚDE E O INSTITUTO DAS
PEQUENAS MISSIONÁRIAS DE MARIA IMACULADA/HOSPITAL
MADRE TERESA, VISANDO A EXECUÇÃO DE SERVIÇOS DE
ASSISTÊNCIA À SAÚDE.

Processo nº: 01.164939.15.49
Processo nº 01.152.981.03.74
(Inexigibilidade de Licitação /Chamamento Público 001/2004)

o MUNICÍPIO DE BELO HORIZONTE, através da SECRETARIA MUNICIPAL DE SAÚDE, ÓRGÃO
GESTOR DO SISTEMA ÚNICO DE SAÚDEISUS-BH, inscrita no CNPJ sob o nº 18.715.383.0001-40, situada na Av.
Afonso Pena, nº 2.336 — Bairro Funcionários, BH/MG neste ato representada por seu Secretário Municipal de Saúde,
JACKSON MACHADO PINTO, brasileiro, portador da carteira do Conselho Regional de Medicina n.º 011.174 — CRM-
MG, e inscrito no CPF sob n.º 175.498.336-72, doravante denominada simplesmente CONTRATANTE e o INSTITUTO
DAS PEQUENAS MISSIONÁRIAS DE MARIA IMACULADA, inscrita no CNPJ sob o nº 60.194.990/008- 44, CNES nº
2.200.422 com sede na cidade de Belo Horizonte, à Av. Raja Gabaglia nº 1002 - Bairro Gutierrez, BH/MG, neste ato
representada pela IRMÃ FABIANA APARECIDA CÂNDIDO, brasileira, portadora da Carteira de Identidade sob o nº
32.688.023-9, expedida pela SSP/MG, e CPF sob o nº 263.844.588-61 e por seu Diretor Administrativo Sr. MARCOS
JOSÉ DE VETE DE LIMA, carteira de identidade nº MG208. 424, expedida pela SSP/MG conferindo-lhe poderes para
gerir e administrar a instituição em tela doravante denominado CONTRATADO, tendo em vista o que dispõe a
Constituição Federal, em especial os seus artigos 196 a 200, a Lei Orgânica do Municipio as Leis 8.080/90 e 8.142/90,
as normas gerais da Lei 8.666/93 de Licitações e Contratos Administrativos e respectivas as alterações, Lei nº 12.101/PR,
de 27/11/2009 (CEBAS), Decreto nº 7.082 de 27/01/2010 (REHUF), Decreto nº 7.508 de 28/06/2011, Decreto nº 7.646
de 21/12/2011, Decreto Municipal nº 15.185 de 04/04/2013, Portaria nº 072/2019 SMSA/SUS-BH de 03/09/2001, Portaria
nº 1.097/GM/MS de 22/05/2006, Portaria nº 204/GM/MS de 29/01/2007, Portarias GM/MS nº 2848, de 06/11/07, Portaria
nº 1.559/GM/MS de 01/08/2008, Portaria nº 4.279/GM/MS de 30/12/2010, Portaria nº 1.459/GM/MS de 24/06/2011,
Portaria nº 1.600/GM/MS de 07/07/201, Portaria nº 1.970/GM de 16/08/2011 (CEBAS), Portaria nº 3.088/GM/MS de
23/12/2011, Portaria 963/GM/MS de 27/05/2013 (SAD), Portaria nº 3.390/GM/MS de 30/12/2013, Portaria nº
3.410/GM/MS de 30/12/2013, Portaria nº 483/GM/MS de 01/04/2014, RDC nº 63/ANVISA de 25/11/2011 e considerando
as disposições que se encontram estabelecidas no Plano Operativo e as demais disposições legais e regulamentares

aplicáveis à espécie, resolvem celebrar o presente TERMO ADITIVO AO CONTRATO, mediante as seguintes cláusulas
e condições:

CLÁUSULA PRIMEIRA - DA ALTERAÇÃO

- Em decorrência do auxílio financeiro emergencial por meio da Lei nº 13.995/2020 que dispõe
sobre a prestação de auxílio financeiro pela União às santas casas e hospitais filantrópicos, sem fins lucrativos, que
participam de forma complementar do Sistema Único de Saúde (SUS), no exercício de 2020, com o objetivo de
permitir-lhes atuar de forma coordenada no combate à Pandemia da Covid-19 e estabelece a transferência de
recursos financeiros do Bloco de Custeio das Ações e Serviços Públicos de Saúde — Grupo de Atenção de Média
e Alta Complexidade Ambulatorial e Hospitalar (MAC) do FNS/MS ao FMS/SUS-BH, em 02 (duas) parcelas, definido
pelo Ministério da Saúde sob o critério de rateio pelo Ministério da Saúde aos Estados, DF e Municípios para o
controle de forma controlada do avanço da PANDEMIA COVID-19.

81º: O rateio do repasse desta 2º parcela, no montante de R$ 579.735,81 (quinhentos e
setenta e nove mil, setecentos e trinta e cinco reais e oitenta e um centavo) encontra-se estabelecidos nos
incisos |, Il e III, 8 2º do Artigo 1º da Portaria nº1.448 GMIMS de 29.05.2020 (*).

8 2º: Este recurso financeiro temporário, desta 2º parcela, não integra em nenhuma hipótese,
o teto da remuneração da prestação de serviços contratualidades.

CLÁUSULA SEGUNDA - DO REPASSE DE REFORÇO EMERGENCIAL

O CONTRATADO deverá aplicar, obrigatoriamente, na aquisição de medicamentos,
suprimentos, insumos e produtos hospitalares para atendimentos à população, na aquisição de equipamentos e na
realização de pequenas reformas e adaptações físicas para o aumento da oferta de leitos de terapia intensiva, bem
como no respaldo ao aumento de gastos que as entidades terão como a definição de protocolos assistenciais
específicos para enfrentar a Pandemia da Convid-19 e, ainda a contratação dos profissionais de saúde
necessários para atender à demanda adicional.

 

Página 1 de 2

LG
    

usa sus
IZONTE na

TERCEIRO TERMO ADITIVO AO CONTRATO QUE ENTRE S| CELEBRAM O
MUNICÍPIO DE BELO HORIZONTE, ATRAVÉS DA SECRETARIA MUNICIPAL DE
SAÚDE E O INSTITUTO DAS PEQUENAS MISSIONÁRIAS DE MARIA
IMACULADA/HOSPITAL MADRE TERESA, VISANDO A EXECUÇÃO DE SERVIÇOS
DE ASSISTÊNCIA À SAÚDE.

Processo nº: 01.164939.15.49
Processo nº 01.152.981.03.74
(Inexigibilidade de Licitação /Chamamento Público 001/2004)

Parágrafo Único: O CONTRATADO deverá prestar contas da aplicação dos recursos ao
Fundo Municipal de Saúde/SUS-BH e disponibilizar em sitio oficial específico da rede mundial de computadores
(internet) com ampla transparência, observados os dispostos na Lei nº13.995 de 2020, no at. 4º da Lei 13.979 de
20220 e neste Termo.

CLÁUSULA TERCEIRA - DA PRESTAÇÃO DE CONTAS DO CONTRATANTE

A prestação de contas ocorrerá nos termos da clausula décima primeira do CONTRATO
original e por meio do Relatório Anual de Gestão (RAG).

CLÁUSULA QUARTA — DA DOTAÇÃO ORÇAMENTÁRIA

Os recursos orçamentários necessários ao cumprimento das despesas previstas neste termo
ficam vinculados à transferência de recursos do Ministério da Saúde advindos da Portaria MS/GM nº 1.448 de
29.05.2020 para as entidades hospitalares nessas especificadas, correndo à conta de dotação orçamentária
consignada no Fundo Municipal de Saúde nº 2302 3401 10 302 203 2894 0013 339039 61 03 50 - Prestação de
serviços médico-hospitalares ambulatoriais.

CLÁUSULA QUINTA — DA RATIFICAÇÃO

Ficam ratificadas as demais Cláusulas do CONTRATO original, que não colidiem com este
TERMO.

E, por estarem justas e de pleno acordo com as cláusulas e condições ora fixadas, firmam o
presente instrumento em 03 (três) vias de igual teor e forma, para os devidos efeitos legais, tudo na presença das

testemunhas infra-assinddasma Malhoir
( Belo Horizonte, 17 de junho de 2020.

  
 

BM 76. Carvalho
Secrotár

adianta O - (
Subsocretario do ato

“24 Jackson Machado Pinto
Secretário Municipal de Saúde e Gestor do SUS-BH/FMS

 

Lena po Cone

 

Irmã Fabiana Aparecida Cândido
Instituto Das Pequenas Missionárias De Maria Imaculadz(fospiêal Madre Teresa

 

 

 

Marcos Jbsé'de Vete de Lima
Diretor Administrativo do Instituto das Pequéyias Missionárias de Maria Imagúlada/Hospital Madre Teresa

 

 

    

TESTEMUNHAS: e.

Assinatura/RG:
Gs 24565

* genta de (

Pod

 

   

 

Página 2 de 2
 

“PREFEITURA
+83, BELO HORIZONTE

SEGUNDO TERMO ADITIVO AO CONTRATO DE GESTÃO QUE
ENTRE Si CELEBRAM O MUNICÍPIO DE BELO HORIZONTE,
ATRAVÉS DA SECRETARIA MUNICIPAL DE SAÚDE E A FUNDAÇÃO
DE DESENVOLVIMENTO DA PESQUISA/FUNDEP- HOSPITAL
RISOLETA TOLENTINO NEVES, VISANDO A EXECUÇÃO DE
SERVIÇOS DE ASSISTÊNCIA À SAÚDE.

Processo nº: 01.006192.17.15

O MUNICÍPIO DE BELO HORIZONTE, através da SECRETARIA MUNICIPAL DE SAÚDE, ÓRGÃO GESTOR
DO SISTEMA ÚNICO DE SAÚDE/SUS-BH, inscrita no CNPJ sob o nº 18.715.383.0001-40, situada na Av. Afonso
Pena, nº 2.336 — Bairro Funcionários, BH/MG neste ato representada por seu Secretário Municipal de Saúde,
JACKSON MACHADO PINTO, brasileiro, portador da carteira do Conselho Regional de Medicina n.º 011174 MG
e inscrito no CPF sob n.º 175.498.336-72, doravante denominado simplesmente CONTRATANTE e a FUNDAÇÃO
DE DESENVOLVIMENTO DA PESQUISA — FUNDEP, inscrita no CNPJ sob o nº 18.720.938/0001-41, CNES nº
0027863 com sede na cidade de Belo Horizonte, à Av. Antônio Carlos, nº 6.627- UA2, Bairro Pampulha, CEP
31.270.901, neste ato representada por seu Presidente, ALFREDO GONTIJO DE OLIVEIRA, brasileiro, portador
da Carteira de Identidade sob o nº MG 597.250, expedida pela SSP/MG e CPF sob o nº 045.124.216-53, e
HOSPITAL RISOLETA TOLENTINO NEVES — HRTN, neste ato representado por sua Diretora Geral ALZIRA DE
OLIVEIRA JORGE, brasileira, portador da Carteira de Identidade sob o nº MG 2.172.062 expedida pela SSP/MG
e CPF sob nº 459.723.626-00, doravante denominada CONTRATADA e tendo em vista o que dispõe a
Constituição Federal, em especial os seus artigos 196 a 200, a Lei Orgânica do Município as Leis 8.080/90 e
8.142/90, as normas gerais da Lei Federal nº 8.666/93 de Licitações e Contratos Administrativos e respectivas as
alterações, Decreto nº 7.508 de 28/06/2011, Decreto nº 7.646 de 21/12/2011, Deliberação CIB-SUS/MG Nº1.022
de 07/12/2011, Resolução SES nº 3.602 de 07/12/2011; Decreto Municipal nº 15.185 de 04/04/2013, Portaria nº
019/SMSA/SUS-BH de 03/09/2001, Portaria nº 1.097/GM/MS de 22/05/2006, Portaria nº 204/GMIMS de
29/01/2007, Portarias GM/MS nº 2848, de 06/11/07, Portaria nº 1.559/GM/MS de 01/08/2008, Portaria nº
018/SMSA/SUS-BH de 17/09/2010 (100% SUS BH), Portaria nº 4.279/GM/MS de 30/12/2010, Portaria nº
1.459/GM/MS de 24/06/2011, Portaria nº 1.600/GM/MS de 07/07/2011, Portaria nº 3.088/GM/MS de 23/12/2011,
Portaria nº 929/GM/MS, de 10/05/2012 (100% SUS MS), Portaria 963/GM/MS de 27/05/2013 (SAD), Portaria nº
3.390/GM/MS de 30/12/2013, Portaria nº 3.410/GM/MS de 30/12/2013, Portaria nº 483/GM/MS de 01/04/2014,
Portaria nº 285/GM de 24/03/2015 (Ensino), Resolução SES-MG nº 3.602/2011 e respectivas alterações (nºs
5.443/2016, 5.936/2017 e 5.960/2017), RDC nº 63/ANVISA de 25/11/2011 e considerando as disposições que se
encontram estabelecidas no Plano Operativo - PO e as demais disposições legais e regulamentares aplicáveis à
espécie, resolvem celebrar o presente TERMO, mediante as seguintes cláusulas e condições:

CLÁUSULA PRIMEIRA — DA ALTERAÇÃO

Em decorrência do auxílio financeiro emergencial por meio da Lei nº 13.995/2020 que dispõe
sobre a prestação de auxílio financeiro pela União às santas casas e hospitais filantrópicos, sem fins lucrativos, que
participam de forma complementar do Sistema Único de Saúde (SUS), no exercicio de 2020, com o objetivo de
permitir-lhes atuar de forma coordenada no combate à Pandemia da Covid-19 e estabelece a transferência de
recursos financeiros do Bloco de Custeio das Ações e Serviços Públicos de Saúde — Grupo de Atenção de Média
e Alta Complexidade Ambulatorial e Hospitalar (MAC) do FNS/MS ao FMS/SUS-BH, sob o critério de rateio pelo

Ministério da Saúde aos Estados, DF e Municipios para o controle de forma controlada do avanço da PANDEMIA
COVID-19.

8 1º: O rateio do repasse financeiro no montante de R$ 4.635.106,32 (quatro milhões,
seiscentos e trinta e cinco mil, cento e seis reais e trinta e dois centavos) à CONTRATADA, encontra-se
estabelecidos nos incisos |, Il e Ill, 8 2º do Artigo 1º da Portaria nº1.448 GM/MS de 29.05.2020 (*).

S 2º: Este recurso financeiro temporário, não integra em nenhuma hipótese, o teto da
remuneração da prestação de serviços contratualidades.

CLÁUSULA SEGUNDA - DO REPASSE DE REFORÇO EMERGENCIAL

A CONTRATADA deverá aplicar, obrigatoriamente, na aquisição de medicamentos,
suprimentos, insumos e produtos hospitalares para atendimentos à população, na aquisição de equipamentos e na
realização de pequenas reformas e adaptações físicas para o aumento da oferta de leitos de terapia intensiva, bem

4

 

Página 1 de 2

 
 

SEGUNDO TERMO ADITIVO AO CONTRATO DE GESTÃO QUE ENTRE SI
CELEBRAM O MUNICÍPIO DE BELO HORIZONTE, ATRAVÉS DA SECRETARIA
MUNICIPAL DE SAÚDE E A FUNDAÇÃO DE DESENVOLVIMENTO DA
PESQUISA/FUNDEP - HOSPITAL RISOLETA TOLENTINO NEVES, VISANDO A

EXECUÇÃO DE SERVIÇOS DE ASSISTÊNCIA À SAÚDE.

Processo nº: 01.006192.17.15

como no respaldo ao aumento de gastos que as entidades terão como a definição de protocolos assistenciais
específicos para enfrentar a Pandemia da Convid-19 e, ainda a contratação dos profissionais de saúde
necessários para atender à demanda adicional.

Parágrafo Único: A CONTRATADA deverá prestar contas da aplicação dos recursos ao
Fundo Municipal de Saúde/SUS-BH e disponibilizar em sitio oficial especifico da rede mundial de computadores
(internet) com ampla transparência, observado o disposto na Lei nº13.995 de 2020, no at. 4º da lei 13.979 de 20220
e neste Termo.

CLÁUSULA TERCEIRA - DA PRESTAÇÃO DE CONTAS DO CONTRATANTE

A prestação de contas ocorrerá nos termos da clausula décima segunda do CONTRATO
original e por meio do Relatório Anual de Gestão (RAG).

CLÁUSULA QUARTA — DA DOTAÇÃO ORÇAMENTÁRIA

Os recursos orçamentários necessários ao cumprimento das despesas previstas neste Termo
ficam vinculados à transferência de recursos do Ministério da Saúde advindos da Portaria MS/GM nº 1.448 de
2.05.2020 para as entidades hospitalares nessas especificadas, correndo à conta de dotação orçamentária
consignada no Fundo Municipal de Saúde nº 2302 3401 10 302 203 2894 0013 339039 61 03 50 - Prestação de
serviços médico-hospitalares ambulatoriais.

CLÁUSULA QUINTA — DA RATIFICAÇÃO

Ficam ratificadas as demais Cláusulas do CONTRATO original, que não colidirem com este
TERMO.

E, por estarem justas e de pleno acordo com as cláusulas e condições ora fixadas, firmam o
presente instrumento em 03 (três) vias de igual teor e forma, para os devidos efeitos legais, tudo na presença das
testemunhas infra-assinadas.

Belo Horizonte, 1! | de junho de 2020.

     

 

MS B Jackson Machado Pinto
Secretário Municipal de Saúde e Gestor do SUS-BH/FMS

E e De des

Ed Alfredo Gontijo de Oliveira
Presidente - Fundação de Desenvolvimento da Pesquisa - FUNDEP

MaGoÃ

Alzira de Oliveira Jorge
Diretora Geral - Hospital Risolefa olentino Neves — HRTN

 

 

 

 

 

 

 

 

   

TESTEMUNHAS:

A

    

Exp Assinatur:
Dissuiria

Assinatura/RG

 

 

 
 

cm PREFEITURA MUNICIPAL
8, DE Bro Horizonte SUS

TERMO DE COOPERAÇÃO Nº 034/2020 |
|
FICA AJUSTADO entre a SECRETARIA MUNICIPAL DE SAÚDE DE BELO HORIZONTE, |

ÓRGÃO GESTOR DO SISTEMA ÚNICO DE SAÚDE/SUS-BH, inscrita no CNPJ sob o nº|
18.715.383.0001-40, situada na Av. Afonso Pena nº 2.336 —- Bairro Savassi - Belo |
Horizonte/Minas Gerais neste ato representada por seu Secretário Municipal de Saúde,
Jackson Machado Pinto, brasileiro, portador da carteira do Conselho Regional de Medicina
de MG n.º 011.174 - CRM/MG, e inscrito no CPF sob n.º 175.498.336-72 e a FUNDAÇÃO
DE DESENVOLVIMENTO DA PESQUISA-FUNDEP, inscrita no CNPJ sob o nº
18.720.938/0001-41, CNES nº 0027863 com sede na cidade de Belo Horizonte, à Av.
Antônio Carlos, nº 6627-UA2, Bairro Pampulha, CEP 31.270.901, neste ato representado (a)
por seu Presidente Alfredo Gontijo de Oliveira, brasileiro, portador da Carteira de
Identidade MG nº 597250, e CPF sob o nº 045.124.216-53 e o HOSPITAL RISOLETA
TOLENTINO NEVES — HRTN, neste ato representado por sua diretora geral Alzira de
Oliveira Jorge, brasileira, portadora do RG MG 2.172.062, CPF 459.723.626-00, o seguinte
pacto:

|

Em decorrência da transferência de recurso financeiro suplementar para reforço de custeio |
concernente ao Bloco de Média e Alta Complexidade (MAC), referente ás Portaria 702 de!
06/04/2020, Portaria 721, de 06/04/2020, proveniente das Propostas abaixo:

 

 

 

 

 

   

 

 

 

 

Portaria Propostas — Nalor ]
702 36000.3108892/02-000 4 7 R$ 150.000,00, |
721 36000.3099682/02-0007 | R$ 300.000,00 / |
721 36000.3100012/02-000 7 R$ 150.000,00 7 |
721 36000.3101552/02-000 “ R$70.000,007 |

 

Sob a forma de incremento temporário, ao Fundo Municipal de Saúde/FMS/SUS-BH, a ser
destinado à FUNDAÇÃO DE DESENVOLVIMENTO DA PESQUISA-FUNDEP/ HOSPITAL
RISOLETA TOLENTINO NEVES-HRTN, prestador de serviços aos usuários do SUS-BH
(processo nº 01.006.192.17.15), o GESTOR do Municipal de Saúde defere o repasse
financeiro no montante de R$ 670.000,00 (seiscentos e setenta mil reais), em parcela
única, correndo a despesa à conta da dotação orçamentária :

2302.3401.10.302.203.2894.0013.339039.61.03.50.1.41

Para utilização exclusiva nas ações contratualizadas pelo SUS-BH que visem a manutenção
das atividades que propiciem as condições adequadas aos serviços de saúde prestados aos
usuários do SUS-BH.

Este implemento temporário não integra em nenhuma hipótese, o teto da remuneração da|
prestação de serviços contratualizados (processo nº 01.006.192.17.15), devendo ser
anexado aos autos uma cópia deste Termo.

A execução das ações e serviços relativos à Atenção em Média e Alta Complexidade |
será realizada conforme estabelecido no Plano Operativo, parte integrante do
contrato de prestação de serviço firmado com esta SMSA/SUS-BH (processo nº,
01.006.192.17.15), cabendo à entidade Beneficiária:

 

 

| Aplicar os recursos transferidos pelo FMS/SUS-BH decorrentes desemendas

 
 

|

A

 

V.

VI.

VII.

VIII. Ao término da vigência, execução financeira ou exercício fiscal, a Entidade
— entregará à Secretaria Municipal de Saúde, em até 30 (trinta) dias a

PREFEITURA MUNICIPAL
E), DE BELO HORIZONTE cSasus

 

parlamentares, preferencialmente, na utilização de medidas necessárias ao|
enfrentamento da situação de emergência de saúde publica decorrente do
Coronavirus (Covid-19) de acordo com a Portaria 488 de 23/03/2020 e sua
alteração Portaria 545, de 25/03/2020;

Manter os recursos transferidos pela SMSA/SUS-BH em conta bancária
individualizada, aberta exclusivamente para esse fim;

Apresentar à SMSA/SUS-BH, sempre que solicitado, relatório técnico das
atividades desenvolvidas;

Manter em seu estabelecimento o arquivo individualizado, no prazo de 10 (dez)
anos, em ordem cronológica, toda documentação comprobatória das despesas
correntes realizadas em virtude deste Termo, devendo ficar à disposição dos
órgãos fiscalizadores para fins de prestação de contas os seguintes
comprovantes:

a) Plano Operativo;

b) Cópia do Termo de Cooperação;

c) Relatório de Execução Fisico-Financeira;

d) Demonstrativo da Execução da Receita e Despesa, evidenciando o saldo e os
rendimentos auferidos da aplicação dos recursos no mercado financeiro,
quando for o caso;

e) Conciliação Bancária, com extratos da conta corrente e de aplicações
financeiras, referente ao período;

f) Comprovante de recolhimento do saldo de recursos à conta indicada pelo
Hospital;

9) Cópia autenticada de todos os documentos fiscais, recibos e outros
documentos comprobatórios das despesas correntes para a execução físico-
financeira estabelecido no Plano Operativo que integra o contrato de prestação
de serviços firmado com a SMSA/SUS-BH (processo nº 01.094215.17.95), em
ordem cronológica e devidamente atestados e quitados

As faturas, notas fiscais, recibos e quaisquer outros documentos comprobatórios de
despesas, relativo à execução física e financeira, deverão ser emitidos em nome da
Entidade Beneficiária e constar a identificação deste TC SMSA/SUS-BH nº 034/2020.

Não poderão ser pagos com os recursos do presente Termo as despesas contraídas
fora do objeto (despesa corrente) e de sua vigência, bem como aquelas decorrentes
de multas, juros, taxas ou mora e a título de taxa de administração.

É vedada também a destinação deste recurso financeiro na aplicação de recursos
