Período,"Quantidade de Pagamentos servidores em atividade","Situação Funcional","Sigla Carreira","Nome Carreira","Valor de Despesa de Pessoal sem encargos patronais","Valor de Despesa de Pessoal com encargos patronais"
<table border="0" cellpadding="2" cellspacing="0" width="100%">
	<tbody>
		<tr>
			<td align="left" style="font-family:Calibri;font-size:9pt;border:0;" width="50%"><strong>Refer&ecirc;ncia:</strong> Processo n&ordm; 1630.01.0001591/2021-30</td>
			<td align="right" style="font-family:Calibri;font-size:9pt;border:0;" width="50%">SEI n&ordm; 30006515</td>
		</tr>
	</tbody>
</table>

<p class="Cabe&ccedil;alho_Rodap&eacute;"><span style="color:#000000;">Rodovia Papa Jo&atilde;o Paulo II, n&ordm; 4001&nbsp; - Bairro Serra Verde - Belo Horizonte&nbsp;-&nbsp;CEP 31630-901&#8203;</span></p>
</body>
</html>
<!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.01//EN" "http://www.w3.org/TR/html4/strict.dtd">
<html lang="pt-br" >
<head>
<meta http-equiv="Pragma" content="no-cache" />
<meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1">
<style type="text/css">
p.Assunto_Negrito {font-weight:bold;font-size:11pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:0;} p.Cabe�alho_Rodap� {font-size:11pt;font-family:Calibri;text-indent:0;text-align:center;word-wrap:normal;margin:0;color:#000099;} p.Cargo_Signat�rio {font-size:11pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:6pt;} p.Citacao {font-size:12pt;font-family:Calibri;word-wrap:normal;margin:4pt 0 4pt 160px;text-align:justify;} p.Corpo_do_Texto {font-size:11pt;font-family:Calibri;text-indent:25mm;text-align:justify;word-wrap:normal;margin:0 0 0 6pt;} p.Corpo_do_Texto_T�pico {font-size:11pt;font-family:Calibri;text-align:justify;word-wrap:normal;margin:0;} p.Etiquetas {font-size:32pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:10pt;} p.Etiquetas2 {font-size:30pt;font-family:arial;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.Fonte 6 {font-size:17pt;font-family:arial;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.Item_Alinea_Letra {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt 6pt 6pt 120px;counter-increment:letra_minuscula;} p.Item_Alinea_Letra:before {content:counter(letra_minuscula, lower-latin) ") ";display:inline-block;width:5mm;font-weight:normal;} p.Item_Inciso_Romano {font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0mm;margin:6pt 6pt 6pt 120px;counter-increment:romano_maiusculo;} p.Item_Inciso_Romano:before {content:counter(romano_maiusculo, upper-roman) " - ";display:inline-block;width:15mm;font-weight:normal;} p.Item_Nivel1 {text-transform:uppercase;font-weight:bold;background-color:#e6e6e6;font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;counter-increment:item-n1;counter-reset:item-n2 item-n3 item-n4 item-n5 item-n6 romano_maiusculo letra_minuscula;} p.Item_Nivel1:before {content:counter(item-n1) ".";display:inline-block;width:25mm;font-weight:normal;} p.Item_Nivel1_SemNumera��o {text-transform:uppercase;font-weight:bold;background-color:#e6e6e6;font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.Item_Nivel2 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:item-n2;counter-reset:item-n3 item-n4 item-n5 item-n6 romano_maiusculo letra_minuscula;} p.Item_Nivel2:before {content:counter(item-n1) "." counter(item-n2) ".";display:inline-block;width:25mm;font-weight:normal;} p.Item_Nivel3 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:item-n3;counter-reset:item-n4 item-n5 item-n6 romano_maiusculo letra_minuscula;} p.Item_Nivel3:before {content:counter(item-n1) "." counter(item-n2) "." counter(item-n3) ".";display:inline-block;width:25mm;font-weight:normal;} p.Item_Nivel4 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:item-n4;counter-reset:item-n5 item-n6 romano_maiusculo letra_minuscula;} p.Item_Nivel4:before {content:counter(item-n1) "." counter(item-n2) "." counter(item-n3) "."  counter(item-n4) ".";display:inline-block;width:25mm;font-weight:normal;} p.Item_Nivel5 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:item-n5;counter-reset:item-n6 romano_maiusculo letra_minuscula;} p.Item_Nivel5:before {content:counter(item-n1) "." counter(item-n2) "." counter(item-n3) "."  counter(item-n4) "." counter(item-n5) ".";display:inline-block;width:25mm;font-weight:normal;} p.Item_Nivel6 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:item-n6;counter-reset:romano_maiusculo letra_minuscula;} p.Item_Nivel6:before {content:counter(item-n1) "." counter(item-n2) "." counter(item-n3) "."  counter(item-n4) "." counter(item-n5) "." counter(item-n6) ".";display:inline-block;width:25mm;font-weight:normal;} p.Local_e_Data_Direita {font-size:11pt;font-family:Calibri;text-align:right;word-wrap:normal;margin:6pt;} p.Local_e_Data_Esquerda {font-size:11pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:6pt;} p.Nome_Signat�rio {font-weight:bold;font-size:11pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:6pt;} p.Novo_cabecalho {font-size:14pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:6pt;} p.Novo_ementa {font-size:12pt;font-family:Calibri;word-wrap:normal;margin:4pt 0 4pt 500px;text-align:justify;} p.Paragrafo_Numerado_Nivel1 {font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0mm;margin:6pt;counter-increment:paragrafo-n1;counter-reset:paragrafo-n2 paragrafo-n3 paragrafo-n4 romano_maiusculo letra_minuscula;} p.Paragrafo_Numerado_Nivel1:before {content:counter(paragrafo-n1) ".";display:inline-block;width:25mm;font-weight:normal;} p.Paragrafo_Numerado_Nivel2 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:paragrafo-n2;counter-reset:paragrafo-n3 paragrafo-n4 romano_maiusculo letra_minuscula;} p.Paragrafo_Numerado_Nivel2:before {content:counter(paragrafo-n1) "." counter(paragrafo-n2) ".";display:inline-block;width:25mm;font-weight:normal;} p.Paragrafo_Numerado_Nivel3 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:paragrafo-n3;counter-reset:paragrafo-n4 romano_maiusculo letra_minuscula;} p.Paragrafo_Numerado_Nivel3:before {content:counter(paragrafo-n1) "." counter(paragrafo-n2) "." counter(paragrafo-n3) ".";display:inline-block;width:25mm;font-weight:normal;} p.Paragrafo_Numerado_Nivel4 {font-size:12pt;font-family:Calibri;text-indent:0mm;text-align:justify;word-wrap:normal;margin:6pt;counter-increment:paragrafo-n4;counter-reset:romano_maiusculo letra_minuscula;} p.Paragrafo_Numerado_Nivel4:before {content:counter(paragrafo-n1) "." counter(paragrafo-n2) "." counter(paragrafo-n3) "." counter(paragrafo-n4) ".";display:inline-block;width:25mm;font-weight:normal;} p.Tabela_Texto_8 {font-size:8pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:0 3pt 0 3pt;} p.Tabela_Texto_Alinhado_Direita {font-size:11pt;font-family:Calibri;text-align:right;word-wrap:normal;margin:0 3pt 0 3pt;} p.Tabela_Texto_Alinhado_Esquerda {font-size:11pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:0 3pt 0 3pt;} p.Tabela_Texto_Centralizado {font-size:11pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:0 3pt 0;} p.Texto_Alinhado_Direita {font-size:12pt;font-family:Calibri;text-align:right;word-wrap:normal;margin:6pt;} p.Texto_Alinhado_Esquerda {font-size:12pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:6pt;} p.Texto_Alinhado_Esquerda_Espacamento_Simples {font-size:12pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:0;} p.Texto_Alinhado_Esquerda_Espacamento_Simples_Maiusc {font-size:12pt;font-family:Calibri;text-align:left;text-transform:uppercase;word-wrap:normal;margin:0;} p.Texto_Centralizado {font-size:12pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:6pt;} p.Texto_Centralizado_Espa�amento_Simples {font-size:12pt;font-family:Calibri;text-align:center;word-wrap:normal;margin:0;} p.Texto_Centralizado_Maiusculas {font-size:13pt;font-family:Calibri;text-align:center;text-transform:uppercase;word-wrap:normal;} p.Texto_Centralizado_Maiusculas_Negrito {font-weight:bold;font-size:13pt;font-family:Calibri;text-align:center;text-transform:uppercase;word-wrap:normal;} p.Texto_Espaco_Duplo_Recuo_Primeira_Linha_Negrito {letter-spacing:0.2em;font-weight:bold;font-size:12pt;font-family:Calibri;text-indent:25mm;text-align:justify;word-wrap:normal;margin:6pt;} p.Texto_Espa�o_Duplo_Recuo_Primeira_Linha {letter-spacing:0.2em;font-weight:font-size;font-family:Calibri;text-indent:25mm;text-align:justify;word-wrap:normal;margin:6pt;} p.Texto_Fonte_M�dia {font-size:14pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:0;} p.Texto_Fonte_Pequena {font-size:8pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:0;} p.Texto_Fundo_Cinza_Maiusculas_Negrito {text-transform:uppercase;font-weight:bold;background-color:#e6e6e6;font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.Texto_Fundo_Cinza_Negrito {font-weight:bold;background-color:#e6e6e6;font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.Texto_Justificado {font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.Texto_Justificado_Maiusculas {font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;text-transform:uppercase;} p.Texto_Justificado_Recuo_Primeira_Linha {font-size:12pt;font-family:Calibri;text-indent:25mm;text-align:justify;word-wrap:normal;margin:6pt;} p.Texto_Justificado_Recuo_Primeira_Linha_Esp_Simples {font-size:12pt;font-family:Calibri;text-indent:25mm;text-align:justify;word-wrap:normal;margin:0 0 0 6pt;} p.Texto_alinhado_esquerda_11 {font-size:11pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:6pt;} p.Texto_alinhado_esquerda_13 {font-size:13pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:6pt;} p.Tipo_Documento {font-size:11pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:6pt;} p.Titulo_certificado {font-size:22pt;font-family:arial;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.T�tulo_Centralizado_Mai�sculo {font-weight:bold;font-size:11pt;font-family:Calibri;text-align:center;word-wrap:normal;text-indent:0;margin:0;text-transform:uppercase;} p.Vocativo {font-size:11pt;font-family:Calibri;text-align:left;word-wrap:normal;margin:0;} p.estilo_deliberacao {font-size:11pt;font-family:arial;text-align:justify;word-wrap:normal;text-indent:0;margin:0pt;} p.novoestilo {font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} p.novoestilo1 {font-size:12pt;font-family:Calibri;text-align:justify;word-wrap:normal;text-indent:0;margin:6pt;} 
</style><title>SEI/GOVMG - 29966032 - Memorando</title>
</head>
<body>
<table border="0" cellpadding="0" cellspacing="0" style="width:98%;" width="614">
	<tbody>
		<tr>
			<td style="width: 140px;">
